date,content,thumbUp
0621,其实越到后面压力越大，我也喜欢早弄完早完事,7
0621,黄圣依白冰加油,21
0621,张萌虽然挺作的，但莫名招人喜欢,5
0621,哈哈哈哈哈哈哈抢抢抢我看你们抢,14
0621,钟丽缇姐姐身材太好了钟丽缇姐姐身材太好了，性格好棒,6
0621,神话三美 青春回忆,10
0621,张雨绮真的挺好看的,1
0621,没有晴姐，第二季请她好了,0
0621,郁可唯也太美了,5
0621,哈哈哈哈哈打起来打起来,248
0621,早跳完早下班，哈哈哈,180
0621,刘芸金晨上啊，等原唱上去的话可能吃亏,15
0621,黄圣依状态还是很年轻诶,81
0621,袁咏琳你给我坐下,7
0621,松松好棒，加油,1
0621,好像要打架去哈哈哈哈,215
0621,吕小布：我最喜欢看女人打架了,21
0621,打起来打起来,52
0621,敢第一都是比较自信的,24
0621,神话我记得白冰和金莎，还有一个是谁？,15
0621,不懂就问  神话三美是谁啊,10
0621,吴昕和梦辰没有镜头,92
0621,干起来干起来！,40
0621,姐姐们抢起来！！！,21
0621,哈哈，神话三美都来了,15
0621,白冰姐姐太好看咯,17
0621,天哪，还有抢麦的，姐姐们真虎不愧是姐姐,7
0621,打起来打起来,51
0621,金晨好白富美,23
0621,快打起来，加油啊姐姐们！,18
0621,前面的我也觉得阿朵和陈好太像了,6
0621,不是喊加油吗，怎么喊打起来（大声）是我的程序不对吗,4
0621,大犁妹妹好美啊,9
0621,姐姐们平时都压场子的哈哈哈,46
0621,金晨好女团,11
0621,打起来了,12
0621,打起来打起来,6
0621,内心成熟的女性就是不一样，都勇敢,1
0621,姐姐们冲啊,5
0621,哈哈哈哈哈感觉姐姐们下一秒就扯头发了,19
0621,白冰子好漂亮啊！这造型我爱了,18
0621,同一首歌的需要抢一下顺序,14
0621,《笑看风云》《天地男儿》《金装四大才子》，以前很喜欢她的港剧,0
0621,昕昕子的镜头呢!!!,13
0621,❤️姐姐放心飞妹妹永相随,14
0621,打起来打起来,19
0621,想看两个韩国女团出来的,11
0621,白冰好大气,12
0621,打起来太搞笑了吧,4
0621,前面的打起来站住😂😂😂,1
0621,袁咏琳看上去好知性,0
0621,黄龄阴阳怪气的,28
0621,这些娘门在一起，节目组吼得住吗？先想好埋哪！,3
0621,姐姐们干起来,28
0621,撞歌的姐姐先上有优势,59
0621,不愧是姐姐们,25
0621,大爱白冰,0
0621,梦辰和昕昕子都没有镜头,122
0621,黄圣依那个裙子要怎么抢hhhh,61
0621,陈松林年龄和长相匹配,30
0621,突然有点上学时候班会表演节目的感觉,17
0621,萌萌子冲鸭,0
0621,抢起来冲冲冲,8
0621,我是冲着蓝盈莹来的,21
0621,姐姐们好飒,47
0621,打起来打起来,39
0621,其实完全可以抓阄解决的，节目组就是喜欢搞事情,12
0621,好久没看到这么有趣的节目了,24
0621,结果这才几天啊就开播了，绝了,9
0621,姐姐们的选秀最快乐的就是不用看哭哭啼啼,238
0621,都没有我含韵姐的镜头,80
0621,打起来打起来,72
0621,这个时候的掌声是最真诚的,18
0621,我的妈呀居然居然是那个陈松伶-完全认不出来了,1
0621,等万茜帅到我,31
0621, 打起来打起来,37
0621,天哪，陈松伶我小时候的女神,21
0621,松松太好了,28
0621,神话就是张萌金莎白冰阿！易小川的女人,13
0621,金晨我爱了。,19
0621,说打起来的，你的心是什么构造的,7
0621,可以，喜欢陈松伶。。。。。。有实力的,61
0621,张铎老婆可以啊棒,132
0621, 阿朵侧颜太像陈好了,18
0621,姐姐们没在怕的哈哈哈哈哈哈！~,7
0621,许飞和郁可唯的化妆师和造型师是什么想法💡⊙０⊙,2
0621,茜茜子在发呆,16
0621,神话三美白冰金莎张萌,68
0621,真的好像要去打架哈哈哈哈,53
0621,姜还是老的辣，实力啊～勇气可嘉,23
0621,松松加油！！！！,41
0621,张萌。白冰。金莎。神话电视剧✌️,2
0621,神话三美：白冰金莎张萌,16
0621,松松姐姐好棒！,75
0621,松松姐姐好棒,25
0621,老板娘萌总也太好笑了哈哈哈哈哈,12
0621,冲 松松姐 看过你的音乐剧妈妈咪呀 唱超稳,1
0621,第一诶,2
0621,这种矛盾心理很正常吧，什么叫矫揉造作?,0
0621,好礼貌,83
0621,松松姐好棒,52
0621,有实力的不管第几个出场都会被看到,28
0621,我觉得这个可以叫惊涛骇浪的姐姐们,22
0621,许飞竟然是c位,1
0621,松松姐太棒了！！,1
0621,松松姐 不愧音乐剧演员,146
0621,陈松伶加油，保重身体啊,29
0621,看过《跨界歌王》陈松伶唱《那个男人》好好听,20
0621,松松唱歌特别好听，人特别好,10
0621,松松姐姐好有礼貌呀～,3
0621,这是我小时候的女神 我都31了,0
0621,松松加油(ง •̀_•́)ง,46
0621,不愧是音乐剧演员,81
0621,神话三美白冰金莎张萌,29
0621,松松可是音乐剧女主角亚～,18
0621,她红的时候在坐很多还是小学生,15
0621,应该摇号呀，不然容易整出事,15
0621,松松姐演舞台剧的果然淡定,80
0621,不愧是音乐剧,224
0621,真棒看的好沸腾,17
0621,松松好棒,21
0621,陈松伶啊，我的童年,1
0621,姐姐冲呀加油,15
0621,哇哇哇哇哇舞台剧女王！！,66
0621,为了蓝盈盈而来，太喜欢这个努力自信的女孩,11
0621,港姐冲冲冲！！,37
0621,冰冰子姐姐排面搞起来！冲鸭,17
0621,不愧是音乐剧演员..不带怕的,2
0621,松松姐加油鸭！！！！！！！,9
0621,没有一个哭哭啼啼的，真棒,59
0621,童年女神啊！唱歌超级棒,33
0621,大姐就是大姐的样子,25
0621,松松可是和张学友合作过音乐剧的，而且演戏唱歌都超棒的，众多大牌合作过。加油💪,1
0621,松松加油！！,33
0621,陈松伶!姐姐给我冲呀!,24
0621,太好玩了,28
0621,松松姐加油,24
0621,陈松伶姐姐冲呀,16
0621,松松姐加油,24
0621,好喜欢蓝盈莹啊 感觉性格好好哦,8
0621,这里解释一下：黄龄说话本来就是这样的哦！,2
0621,哈哈哈哈大型敷衍现场,84
0621,是真的刺激,75
0621,现场嗨起来了哈哈哈,64
0621,第一就是牛🐮,51
0621,我爱松松啊啊啊啊舞台剧女王陈松伶,13
0621,虫虫姐姐~~我爱你~~~~,0
0621,松松真姐姐,39
0621,我是女的，可我沉迷其中不可自拔。。。。全是美女,3
0621,娉婷郡主,12
0621,松龄姐 棒棒,11
0621,霏霏在后面实力打call哈哈哈好可爱,2
0621,松松小姐姐超勇敢,1
0621,音乐剧演员不怕这个哈哈,45
0621,姐姐们就是姐姐们,40
0621,吴昕和梦辰感觉没设镜头耶,13
0621,音乐剧演员现场表现必须超强,7
0621,对的，先跳完不管好不好！都没那么煎熬,1
0621,全场瑞思拜,30
0621,一片祥和，是不是我打开方式不对？？,33
0621,耀客传媒老板娘张萌,5
0621,果然是大姐级别的,23
0621,看姐姐们这么年轻的心态，好感动啊！,0
0621,看过松伶姐现场的妈妈咪呀，她就是为舞台而生的,0
0621,松松子加油!,4
0621,神话三姐妹，两星女郎，外加王丽坤，金晨，这8个，我爱了！,12
0621,姐姐太勇敢了,2
0621,谁会哭啊，都出道这么多年了,7
0621,陈松伶加油啊,9
0621,王丽坤张萌张含韵喜欢,2
0621,看过松松姐的音乐剧！！加油呀！～,5
0621,陈松伶靓到炸裂年轻时,21
0621,好帅啊,0
0621,第一个去了就是看大家玩儿的,7
0621,加油松松子！,16
0621,别看坐哪，谁最有名气谁坐的地方就是c位,0
0621,哈哈哈哈这是送勇士吗,4
0621,果然不愧音乐剧演员哈哈哈,64
0621,音乐剧啊啊啊啊啊,8
0621,王霏霏你好可爱啊,5
0621,金莎好好看啊啊啊啊啊啊啊啊啊,4
0621,松松 我好跳戏 想到刘青松 撕少,0
0621,好刺激,6
0621,都是女A！！！,49
0621,陈松伶年轻时很漂亮啊,41
0621,你静姐还是你静姐   气场太强  一直坐着就行,1
0621,张含韵镜头呢,37
0621,绮绮子啊那能拿下来姐姐拿着矿泉水瓶,0
0621,哈哈哈好好笑,32
0621,松松姐不愧是音乐剧演员，没在怕的,18
0621,我的昕昕呢,29
0621,冰冰子排面，冲鸭！！,17
0621,好酷呀，第一个,11
0621,我想起来了！！！！！！！她是陈圆圆！！！！阿九！！！！,2
0621,比选秀好看多了！！！！,58
0621,这节目最好的就是不用认人,30
0621,陈松伶实力很强,53
0621,陈松伶年轻的时候真的超美超仙,24
0621,有内味了！,30
0621,惊喜呢，松松,2
0621,我昕姐都没镜头,211
0621,蓝盈莹真的，我觉得头身比好优越，而且看起来特别有力量。,89
0621,好棒，这姐姐飒,183
0621,她本来就超大牌的啊 戏剧挂的,69
0621,不愧是音乐剧演员，不怕这个,42
0621,静姐吴昕蓝莹盈加油,24
0621,陈松伶棒棒哒,135
0621,松松不是港姐，参加唱歌比赛。我喜欢松松伊面合作。吖吖吖,112
0621,看多了这种场面 说不定就可以不社恐了 😂,41
0621,陈松伶年轻时真漂亮,16
0621,小时候很喜欢陈松伶的嗓音,0
0621,松松姐冲呀！！！,14
0621,松松年轻时候好漂亮的 ,196
0621,松松姐太牛了！！！,112
0621,松松姐最棒！,104
0621,张含韵小姐姐自信一点哦，你是最棒的！,1
0621,张学友雪狼湖的御用女主角陈松林,15
0621,我的妈，好多我喜欢的演员，啊啊啊啊,0
0621,好酷啊,37
0621,哈哈哈哈哈松松太可爱了,26
0621,姐姐加油!,22
0621,我要看昕姐！！！！！！,6
0621,感觉拍摄现场一直没开空调的样子，姐姐们都在扇风,2
0621,陈松伶实力可以的,5
0621,哇 陈的理由情商好高,125
0621,都没有空调吗,215
0621,极其质朴的理由：早上台早休息哈哈哈哈哈哈哈,112
0621,昕姐的镜头好少呀,121
0621,30个女人 10台戏呀,46
0621,哈哈哈哈哈哈居然是这个原因,1
0621,给姐姐们开空调！！,304
0621,哈哈哈哈哈哈哈好随性的理由,234
0621,给姐姐们开空调！！,120
0621,刚刚蓝盈莹胳膊肌肉线条好帅,4
0621,姐姐加油加油加油加油加油加油,0
0621,松松唱歌超好听~,9
0621,给姐姐们开开空调吧,443
0621,听到没好热！节目组那么多赞助商快安个空调！,70
0621, 给姐姐们开空调!!!!!,11
0621,给姐姐们开空调呀,301
0621,情商好高啊，松松姐，赞了，,5
0621,陈松伶，年轻的时候很漂亮,1
0621,节目组 快给姐姐们开空调,181
0621,都没有吴昕的镜头,124
0621,给姐姐们开空调！,57
0621,表面给人家加油心里呢还他们宁静老作了,2
0621,陈松伶变了，我小学看她演的 大奥的天空,0
0621,好像表演魔术的哈哈哈哈,22
0621,真棒！还说是自己的原因。,140
0621,这个氛围好棒,77
0621,不愧是音乐剧演员,30
0621,空调开一下啊啊啊啊啊看姐姐们热的,26
0621,陈松伶是当年力捧的女一号 天哪,11
0621,才刷完天地男儿没几天呢，哈哈哈陈松伶加油,0
0621,只有静姐没有站起来，稳如泰山哈哈哈,28
0621,这氛围太好了吧,103
0621,陈松龄年轻时太好看了,12
0621,有点感动呢，陈松伶，小时候的偶像，到现在也特别特别喜欢她,3
0621,给姐姐们开空调,24
0621,静姐稳稳的坐着的,0
0621,每一个都好有魅力啊,14
0621,陈松伶我很小的时候她就很火了，现在很少见到她,81
0621,空调都不舍得开吗,128
0621,老板娘萌萌子social全场啦哈哈哈哈,25
0621,姐姐们的激情瞬间被点燃了,10
0621,喜欢松松，笑看风云里的她超美！,4
0621,三十个女人一部剧,16
0621,松伶姐姐好棒👍,54
0621,小时候特别喜欢她 松松,16
0621,我昕姐很棒！给镜头,6
0621,我对港星都好有好感，实力好又勤奋，虽然很对被压榨,0
0621,陈松伶以前演四大才子里的朱聘婷超美的,5
0621,怎么不给姐姐开空调,74
0621,宁静这衣服不好看,19
0621,松松姐姐加油啊,18
0621,还可换衣服,9
0621,哈哈哈哈哈为了换衣服,0
0621,静姐啥时候能站起来！！！,6
0621,人家舞台经验充足,142
0621,昕姐没有排面吗？？？哼,19
0621,大家氛围真好,34
0621,肯定有空调啊，只不过人多加上紧张，肯定热,13
0621,跳完你也换不了衣服，哈哈,5
0621,万茜不需要低调了,15
0621,是因为不能开，不然肯定开空调了,51
0621,空调安排上！,38
0621,黄圣衣状态最好 少女感十足,16
0621,看刚才姐姐们一直在扇风，给姐姐们开开空调吧好歹,3
0621,普通话好好啊,29
0621,给姐姐们开空调好吗,14
0621,太会说话了这位姐姐,44
0621,能不能给姐姐们开空调啊!,33
0621,芒果空调都不给开吗,30
0621,小时候经常看陈松伶的剧,10
0621,其实应该都没大怕的，都是些大姐大，喜欢这个节目了,2
0621,松松子加油,15
0621,姐姐会说话,65
0621,陈松伶好帅,7
0621,陈松伶的音乐剧跟这些人比 哈哈哈,3
0621,三十个女人十台戏的是不是没学过排列组合,1
0621,昕昕子呢,6
0621,总会有人第一个吧，怎么就厉害呢了？难道节目不录了。,0
0621,静静有点紧张诶看起来哈哈哈哈哈哈哈哈,25
0621,松松超暖的,32
0621,感觉姐姐们都是来聚会的😂,6
0621,没有空调吗,15
0621,姐姐们都好漂亮好有气质,0
0621,哈哈哈哈好可,6
0621,没空调？？？？？？？,27
0621,没有空调吗？？？？,35
0621,第一个出场的大气,26
0621,上面的  那不是麦咭  是芒果崽！！！~,11
0621,不是叭，除了我认识的别的都没印象了这个镜头,0
0621,觉的姐姐们都是有阅历的人都很会说话的,5
0621,给姐姐们开空调！！！！,132
0621,喔哦终于想起来了这个姐姐小时候看过很多港台剧都是她演的。,1
0621,她老公张铎,47
0621,真的音乐剧演员确实这方面不怕,25
0621,空调开大点啊,32
0621,松松参加跨界歌王时还很漂亮的，现在有点发胖了呀,0
0621,快给姐姐们空调,51
0621,如果没记错，以前的雪狼湖女主,7
0621,超喜欢这部剧《金玉满堂》，当时看到觉得她好漂亮！,2
0621,开空调这事你看姐姐们选的衣服，有的少有的厚，你说开几度合适？,0
0621,妈呀，演过雪狼湖!,6
0621,天哪！这会才认出陈松凌，整了吧,0
0621,空调呢  安排一下啊,21
0621,给姐姐们开空调啊,15
0621,啊啊啊给音乐剧排面！雪狼湖和妈妈咪呀……！！！！！！！！！,6
0621,音乐剧演员冲啊,17
0621,雪狼湖……等一下,13
0621,等一等，妈妈咪呀！！！！！！！！！！！,2
0621,我的天哪！大佬。音乐剧！,23
0621,陈松伶真会说话,50
0621,哇！是音乐剧演员！,30
0621,竟然演过妈妈咪呀，期待,24
0621,妈妈咪呀！！！！,29
0621,松松啊，雪狼湖女主没问题,3
0621,能给姐姐开下空调吗,82
0621,音乐剧妈妈咪呀我去？？？？？,59
0621,陈松伶年轻时超级气质超美,3
0621,妈妈咪呀是她的歌！,28
0621,小时候就喜欢陈松伶和郑伊健的CP,2
0621,姐姐演过妈妈咪呀！！！！！！！！,1
0621,妈妈咪呀？我的天 牛,30
0621,一直超喜欢陈松伶,17
0621,居然是她？？？这是同一个人吗？,12
0621,妈妈咪呀，天呐好有缘分,15
0621,吴昕还没有梦辰人缘广,10
0621,妈妈咪呀！！！舞台剧女王！！！！！,2
0621,音乐剧演员牛！！！,86
0621,没认出来陈松伶,46
0621,哈哈哈哈哈静姐：我就不站,13
0621,给姐姐们开空调！快点到的！gkdgkdgkd,4
0621,超喜欢姐姐演的冯程程,7
0621,宁静让人觉得高高在上的感觉，摆架子和有气场不是一个概念好么，有点不尊重人的感觉！,1
0621,妈妈咪呀我的天,26
0621,松松我曾经的最爱,23
0621,我好像去年看过她的妈妈咪呀,7
0621,松伶姐姐加油,13
0621,给姐姐们空调！是姐姐们还站的不够高吗？,2
0621,湖南卫视的综艺真的太咖了 节目流程大咖云集,0
0621,哇 看到年轻时候的照片才认出来 现在怎么变样了 有点认不出,30
0621,我的天！我没认出来我的童年女神！我以为是同名同姓,7
0621,其实蛮想看丽冬姐的,6
0621,我的妈呀，是她呀，女神啊,1
0621,天啊，居然没认出来，小时候好喜欢笑看风云里的她,0
0621,样子变得太重了,6
0621,不看照片都没认出来！！,93
0621,妈妈咪呀音乐剧？？？？！！！！！,19
0621,音乐剧我天厉害,44
0621,如果不是看到这张照片，真的不敢相信是她，鬼马校园很喜欢,1
0621,哇年轻的时候太好看了吧我的妈呀,3
0621,原来是她呀，真没看出来，年轻的时候挺美的,0
0621,空调给姐姐开开好吗！！！,124
0621,我的妈呀 竟然是她,99
0621,天呐是她！以前好多她的剧！确实变了喔,45
0621,好漂亮,87
0621,姐姐们年轻的时候都很美,27
0621,居然是她！！！！！为什么会变成这样,15
0621,哦～记得她了！年轻时候很红的,35
0621,哇 年轻好漂亮,97
0621,妈妈咪呀！,19
0621,妈妈咪呀厉害了,16
0621,音乐剧——雪狼湖，在香港和张学友合作的,3
0621,妈妈咪呀！一直都很想去看现场！！！,10
0621,年轻时候太好看了吧,55
0621,天啊姐姐以前这么美吗,49
0621,陈松伶很漂亮的！原来看港剧好喜欢她的！！,12
0621,松松姐好漂亮啊,20
0621,天呐 第二张照片太熟悉了 竟然是她 时光匆匆  ,1
0621,跨界歌王我认识这个姐姐,10
0621,超美的啊啊啊啊啊,64
0621,都认不出来了松伶姐姐,50
0621,没空调吗，给姐姐开起来！！！！！,35
0621,天呐，音乐剧是来吊打的吗？,44
0621,我说真的我刚认出来是她啊松伶啊我以为同名,5
0621,年轻的时候有点像李若彤,9
0621,原来是她啊 刚刚都没认出来,201
0621,以前觉得她好漂亮!!!短发,74
0621,我去，居然是她，看照片认识啊,31
0621,太漂亮了吧，年轻的时候。那个时候没有美颜的,5
0621,原来是他，以前看港剧见过,69
0621,我就说这名字很熟悉，看人又不认识，居然是她,4
0621,哇，原来是她！,142
0621,！年轻时候好漂亮！,28
0621,年轻的时候好好看,60
0621,天哪原来是她啊！！！小时候的女神！！！,12
0621,哇。原来是她！没有认出来，现在气质好大女人风范，以前是小女人,4
0621, 雪狼湖！！！！！！！,10
0621,原来是你，要是发年轻的照片我就知道了😂,45
0621,天涯歌女，哇，牛,53
0621,哇，看见年轻时候的照片才发现是她，妈呀！！！,12
0621,没认出来。。。。,45
0621,居然是她 现在的样子都认不出了,27
0621,陈松伶，都没认出来，一看是她眼泪刷一下，童年,3
0621,年轻时候好美噢,60
0621,原来是你！！！我都没认出来啊！,44
0621,完全认不出了,6
0621,好漂亮啊,29
0621,我小时候看电视剧以为她和郑伊健是一对呢,5
0621,我的第一个偶像，当你年我十一。我今年38了。,2
0621,尽然是她呀,107
0621,我天啦，完全哪不一样了也,24
0621,是她？？看年轻时候的照片才认得,10
0621,我的天呀！居然是她，居然还是张铎的老婆,3
0621,我没认出来哎,19
0621,十几年前跟陈松龄剪过一样的发型,1
0621,原来是她啊,160
0621,以前的照片一看发现居然知道的呀，看现在不认识了,30
0621,原来是她,79
0621,wow，这个姐姐不熟，但是爱了,31
0621,看年轻时才认出来，是她！小时候看好多她的剧,3
0621,姐姐们都特别棒，加油加油,1
0621,原来是她,60
0621,妈呀！！！认不出了！,42
0621,原来我看过姐姐的tvb电视剧，觉得眼熟没认出来,17
0621,好厉害呀我的天14岁我还在初中游荡追着TFBOYS一起蹦跶,7
0621,陈松伶是不是演的那个蜀山奇侠传之仙侣奇缘的呀？我很喜欢看这部电视剧。,1
0621,唱音乐剧的姐姐实力雄厚,17
0621,原来是她。看年轻照片才知道,36
0621,原来是她啊,2
0621,天呐是她！,26
0621,天那 原来是她,21
0621,哇！漂亮啊！,6
0621,我的天呀，她居然是陈松伶我以为重名呢，一点都不像年轻时了,0
0621,哇，姐姐年轻时候好漂亮,27
0621,原来是她 ,33
0621,年轻的时候认得出，现在认不出来了,8
0621,tvb满满的回忆啊,17
0621,演过欧阳震华的金玉满堂，唱过老夫子梦幻魔战记的主题曲，回忆啊,1
0621,他完全变样子了怎么，短发的时候我记得好喜欢他，现在认不出来,7
0621,真的没认出来！原来是她！,29
0621,娉婷郡主,30
0621,天啊是她 完全认不出来了,29
0621,我去，是她呀，没看到这照片真不认识。,4
0621,现在年纪上去了胖了一点点但是还是喜欢她整个人,0
0621,没认出来！！！,29
0621,天哪！原来是她啊！我都没认出来😱,109
0621,妈呀，我以为重名呢，真是她，没认出来,33
0621,完全没看出来是她啊，小时候看过她的剧,12
0621,陈松伶的剧那时都很好看的,27
0621,小时候我觉得她好好看(｡･ω･｡)ﾉ♡,2
0621,小时候真的喜欢看她的戏 老了变化也是蛮大了,5
0621,松松好漂亮,43
0621,原来是她,42
0621,年轻时真的很美的,42
0621,原来是她啊。小时候家里画报就是第一张。前几年我还在找这个是谁。,14
0621,天啊。真没看出来,22
0621,没有那照片我都不知道是谁，,5
0621,原来是他,67
0621,我都认不出她了,59
0621,我知道了和陈洁仪张学友演音乐剧,11
0621,哇是 他呀！！！姐姐冲呀,58
0621,我记得八仙过海里有她！！！！！,5
0621,这不是《特赦1959》男主嘛！！！！太穿越了,2
0621,雪狼湖好听,3
0621,原来是她！！！！,67
0621,陈松伶年轻的时候好漂亮的！,52
0621,完全变了一个人一样,39
0621,小时候看她电视剧可喜欢了,26
0621,真的她，之前还以为名字重复了，有点没认出来,2
0621,原来他俩是夫妻,116
0621,都不认识她了，她以前的剧我都有看，谈判专家,100
0621,她老公是张译？？？？？？,82
0621,哈哈哈哈哈完成了开银行户口，好可爱,5
0621,不是吧，小时候我看过她的剧，现在怎么变样了？,0
0621,啊啊啊她老公的剧我也看了好多,13
0621,等一下她老公我好眼熟啊,305
0621,这竟然是她老公？？！,278
0621,天哪 这个太好看了 追追追,30
0621,啊，她们是夫妻吗？！！我周震南了,125
0621,嗯！！！！！她老公！！！居然是张译震惊我妈,2
0621,姐姐加油啊！偶遇过这位姐人超好的！,5
0621,哇她老公居然是他,232
0621,终于想起来了，是四大才子的朱聘婷,11
0621,年轻的时候超漂亮的,67
0621,哇，我终于知道她是谁了,10
0621,啊啊啊啊啊啊原来是她！知道娉婷郡主！！！,3
0621,我以为这又是一个陈松伶，原来是她,4
0621,我的天啊居然是她！！！,89
0621,我的天啊，我也没认出来呀,22
0621,是她一点没认出来,19
0621,跨界歌王啊，她唱那个男人，超好听,2
0621,陈松伶年轻的时候真的是很美很美,1
0621,变了好多,12
0621,我看过他老公的剧,113
0621,松松姐就是幸福肥~,55
0621,这个姐姐不认识但是她老公认识,21
0621,小时候的偶像,8
0621,天哪，原来是她！！！,15
0621,是她？我没认出来,17
0621,以前看过她好多剧的,66
0621,又是姐弟恋,54
0621,陈松伶老公好熟悉啊 看过他的什么剧,29
0621,天呐真没认出陈松伶,13
0621,我的天呀！！！！是她？！,13
0621,又要追一遍笑看风云了,1
0621,没认出来啊啊啊啊啊,53
0621,姐弟恋？差好多岁的感觉,39
0621,看过大澳的天空 喜欢松松演的石开心!,16
0621,他们居然是两口子,6
0621,哇 完全没看出来原来是她年轻时真的好漂亮,0
0621,他老公是不是情深深雨濛濛那个石磊,2
0621,她老公好眼熟啊,80
0621,我也没认出来！！,34
0621,她老公很帅的,50
0621,天，陈松伶，原来真是我认识的那位,10
0621,她的老公在情深深雨蒙蒙里面跟林心如相过亲,2
0621,原来她是陈松伶,33
0621,是她呀，年轻时好美，现在没认出来,160
0621,瘦的时候很美的,65
0621,张铎诶,86
0621,原来他俩一对啊！喜欢她老公演的剧！年轻她好漂亮啊！,26
0621,年轻的时候好漂亮,35
0621,松松变胖了好多啊,6
0621,张泽是她老公！,88
0621,我没认出来！！！,70
0621,幸福的一对！友情失败！但爱情得意！,51
0621,她老公不是演那个包大人来了那个电视剧的人,0
0621,她的剧我都有看过！！没认出来！！！,5
0621,(⊙o⊙)哇是他 她老公也好眼熟😟😟,0
0621,她老公很帅！,140
0621,变化好大,39
0621,原来是你！！！童年看剧的熟脸啊！！没认出来,18
0621,姐夫,31
0621,原来是她啊！不放出以前照片我以为是同名的演员啊啊啊啊啊啊,8
0621,原来他们是夫妻！,216
0621,老公是高齐诶,147
0621,哇！以前港剧里好喜欢她,125
0621,玩的开心。注意安全。一路平安。我要笑死了,9
0621,她老公好熟悉哎！经常电视看到他,76
0621,主要才生娃没多久，身材还没有恢复好,3
0621,快给姐姐开空调节目组,88
0621,是张铎啊啊啊啊啊啊,83
0621,天啊  原来是她  以前好喜欢她,9
0621,人家老公叫张铎duo,49
0621,天啊！看了她那么多剧，没有认出来啊😂️,0
0621,和郑伊健以前那个电视剧我好喜欢的,5
0621,他老公很眼熟也,142
0621,我的天竟然是她 以前港片里的,29
0621,是张铎老婆啊,119
0621,张铎，不是张泽,49
0621,超喜欢松姐老公，超帅的！,28
0621,我天。她老公演过电视剧。蛮帅的,2
0621,他们居然是夫妻,326
0621,我去！！！原来是她！！！！,90
0621,是四大才子里面的娉婷公主啊,10
0621,我就说像高齐。张铎啊。高齐老婆啊啊啊啊啊啊啊。,1
0621,铎（duó）,40
0621,原來这是她老公啊 好眼熟！,0
0621,我去这是她老公啊,165
0621,我周震南了,157
0621,张铎演了好多片的,104
0621,原来是她哦 我超级喜欢她的,12
0621,原来他们是夫妻我的天哈哈哈哈哈哈哈哈,9
0621,没认出来，原来是她,26
0621,对，演过新上海滩，郑少秋那版,24
0621,哎呀，才看了她和古天乐演的电视,8
0621,张铎,14
0621,跟郑少秋合作过,12
0621,妈耶，居然是她，年轻时超美的！,2
0621,看过你的节目，但是化妆了变法好大,0
0621,张铎是她老公诶,226
0621,年轻的时候不要太漂亮,73
0621,姐夫视角有点萌,206
0621,再出一期姐夫视角我也可以看一天,31
0621,她老公是不是我和僵尸有个约会里的,2
0621,她跟老公真的好相爱,64
0621, 姐夫视角哈哈哈,197
0621,原来是这位大美人,66
0621,她丈夫经常演赵宝刚的电视剧,50
0621,她老公声音好港剧风,7
0621,天啊原来是她 没认出来以前觉得她好美的,2
0621,天呀，陈松龄，没认出来，面容变了好多。,1
0621,感情真好老夫老妻,43
0621,人家两口子鹣鲽情深可恩爱了。,27
0621,姐夫哈哈哈,32
0621,原来是她啊，小时候看过她旳剧，年轻旳她和现在旳她有点儿认不出来,4
0621,没认出来是她，变化太大了,17
0621,居然那么多人才知道是她么……,1
0621,小时候看过她的剧,36
0621,陈松伶是太幸福了，所以胖了,26
0621,她比老公大八岁 好牛,30
0621,没认出来给你打call！！！！！！！！！！！！！！！！！！,13
0621,啥时候来个乘风破浪的姐夫们,1
0621,张铎不是张译号码,20
0621,节目组这么小气？开空调！给我们姐,124
0621,好像大虎飞,153
0621,她老公演技挺好的,35
0621,帝君，她老公,16
0621,大家终究还是老了啊,4
0621,小时候很喜欢她的戏，笑看风云等等好多,3
0621,张铎竟然是她老公？,116
0621,他们居然是夫妻,60
0621,认识她老公不认识她,34
0621,看到这么多熟悉的姐姐突然想哭！感慨自己的青春岁月！,2
0621,松松子你最棒，不出道天理难容！,10
0621,跨界歌王，陈松伶🈶参加，张铎也去助力了，恩爱,1
0621,很有名的香港女演员,66
0621,她老公昇我理想型,64
0621,wow一直以为是同名原来真是她小时候好喜欢她,14
0621,小时候好喜欢她，特别漂亮,12
0621,我的妈也！！！！！！张译啊？我前段时间见过她老公 我的妈也,2
0621,老公声音好听！,42
0621,他俩是夫妻啊哇我,117
0621,姐姐普通话太好了吧,86
0621,啊我喜欢张铎,33
0621,姐夫是港剧里面的吗,14
0621,哇！原来是你哦，都没认出来,13
0621,最后一个出场的该着急了,1
0621,她演过一部剧被张智霖和古天乐同时追，羡慕嘛！,24
0621,看着松姐电视剧长大的,68
0621,哇，我说刚才怎么提张泽，原来是张铎,16
0621,年轻时候的作品很多哎 一开始没认出来,5
0621,变化有点大,24
0621,情深深雨濛濛里的四个石头,4
0621,以前好喜欢这个姐的！,37
0621,姐姐好美啊我的天！！！！,22
0621,居然是她,31
0621, 松松老公是情深深雨濛濛里和茹萍相亲的富家公子哈哈哈哈哈,17
0621,长变了，没有那种古灵精怪的感觉了,5
0621,超喜欢张铎，因为声音太好听了,1
0621,她年轻时好漂亮的,92
0621,松松姐好美啊,16
0621,现在都认不出了,9
0621,啥？？？是她？？？！！！,5
0621,好漂亮啊，虽然她说自己胖，但是好漂亮啊,1
0621,好酷啊姐姐,14
